country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Bihar,"Bihar Sharif","D M Colony, Bihar Sharif - BSPCB","23-06-2026 16:00:00",25.204762,85.51496,PM2.5,10,449,49
India,Bihar,"Bihar Sharif","D M Colony, Bihar Sharif - BSPCB","23-06-2026 16:00:00",25.204762,85.51496,NH3,3,3,3
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB","23-06-2026 16:00:00",25.7808257,84.7446768,NH3,2,6,3
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB","23-06-2026 16:00:00",25.7808257,84.7446768,OZONE,2,6,4
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB","23-06-2026 16:00:00",24.7955,84.9994,SO2,NA,NA,NA
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB","23-06-2026 16:00:00",24.7955,84.9994,CO,11,12,12
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB","23-06-2026 16:00:00",24.7955,84.9994,OZONE,27,29,28
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","23-06-2026 16:00:00",24.762518,84.982348,NO2,14,22,18
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","23-06-2026 16:00:00",24.762518,84.982348,NH3,4,5,5
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","23-06-2026 16:00:00",24.762518,84.982348,SO2,6,12,8
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","23-06-2026 16:00:00",24.792403,84.992416,PM2.5,32,80,59
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","23-06-2026 16:00:00",24.792403,84.992416,NO2,10,13,12
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","23-06-2026 16:00:00",24.792403,84.992416,SO2,40,44,43
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB","23-06-2026 16:00:00",25.697189,85.2459,SO2,4,6,5
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB","23-06-2026 16:00:00",25.697189,85.2459,OZONE,48,148,113
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","23-06-2026 16:00:00",25.560083,87.553265,NH3,1,1,1
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","23-06-2026 16:00:00",25.560083,87.553265,SO2,19,24,21
India,Assam,Guwahati,"IITG, Guwahati - PCBA","23-06-2026 16:00:00",26.2028636,91.70046436,CO,6,7,7
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA","23-06-2026 16:00:00",26.1875,91.744194,NH3,NA,NA,NA
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA","23-06-2026 16:00:00",26.1875,91.744194,CO,20,24,22
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","23-06-2026 16:00:00",26.349082,92.68449,PM10,NA,NA,NA
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","23-06-2026 16:00:00",26.349082,92.68449,NO2,NA,NA,NA
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","23-06-2026 16:00:00",26.349082,92.68449,SO2,NA,NA,NA
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","23-06-2026 16:00:00",26.349082,92.68449,CO,8,21,16
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","23-06-2026 16:00:00",26.446912,91.439057,NH3,6,6,6
India,Assam,Silchar,"Tarapur, Silchar - PCBA","23-06-2026 16:00:00",24.82827,92.79525,PM2.5,28,51,42
India,Assam,Silchar,"Tarapur, Silchar - PCBA","23-06-2026 16:00:00",24.82827,92.79525,NO2,15,17,17
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","23-06-2026 16:00:00",26.987634,94.636574,PM2.5,11,19,15
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","23-06-2026 16:00:00",26.987634,94.636574,PM10,23,29,25
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","23-06-2026 16:00:00",26.146529,87.454184,PM10,59,113,83
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","23-06-2026 16:00:00",26.146529,87.454184,NO2,11,16,14
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","23-06-2026 16:00:00",26.0881305,87.93840336,NO2,7,8,7
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","23-06-2026 16:00:00",26.0881305,87.93840336,CO,7,14,13
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","23-06-2026 16:00:00",27.308328,84.531742,NO2,3,9,5
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","23-06-2026 16:00:00",27.308328,84.531742,NH3,1,1,1
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB","23-06-2026 16:00:00",26.63086,84.90051,CO,12,16,14
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB","23-06-2026 16:00:00",26.63086,84.90051,OZONE,46,52,50
India,Bihar,Munger,"Town Hall, Munger - BSPCB","23-06-2026 16:00:00",25.376776,86.471523,CO,14,24,18
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB","23-06-2026 16:00:00",26.1209,85.3647,SO2,4,11,8
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB","23-06-2026 16:00:00",26.11442,85.39813,CO,19,23,21
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","23-06-2026 16:00:00",26.1403345,85.3650192,PM10,44,71,59
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","23-06-2026 16:00:00",26.1403345,85.3650192,NO2,1,10,6
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB","23-06-2026 16:00:00",25.859655,85.77944,OZONE,7,9,8
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB","23-06-2026 16:00:00",24.952822,84.002396,OZONE,12,27,18
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","23-06-2026 16:00:00",30.735567,76.775714,PM10,16,63,39
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","23-06-2026 16:00:00",30.735567,76.775714,CO,41,53,49
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB","23-06-2026 16:00:00",21.224231,81.40835,CO,17,26,22
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","23-06-2026 16:00:00",21.185571,81.343175,SO2,7,12,10
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC","23-06-2026 16:00:00",22.08815,82.13737,PM2.5,20,55,38
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC","23-06-2026 16:00:00",22.08815,82.13737,OZONE,NA,NA,NA
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB","23-06-2026 16:00:00",22.118125,83.140608,NH3,NA,NA,NA
India,"Andhra Pradesh",Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","23-06-2026 16:00:00",13.20488,79.097889,PM10,56,89,66
India,"Andhra Pradesh",Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","23-06-2026 16:00:00",13.20488,79.097889,CO,16,26,22
India,"Andhra Pradesh",Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","23-06-2026 16:00:00",13.20488,79.097889,OZONE,95,103,98
India,"Andhra Pradesh",Eluru,"District Court, Eluru - APPCB","23-06-2026 16:00:00",16.711754,81.092095,SO2,10,15,11
India,"Andhra Pradesh",Guntur,"Rajendra Nagar North, Guntur - APPCB","23-06-2026 16:00:00",16.316553,80.413302,PM10,45,71,52
India,"Andhra Pradesh",Guntur,"Rajendra Nagar North, Guntur - APPCB","23-06-2026 16:00:00",16.316553,80.413302,SO2,11,23,13
India,"Andhra Pradesh",Guntur,"Rajendra Nagar North, Guntur - APPCB","23-06-2026 16:00:00",16.316553,80.413302,CO,21,35,28
India,"Andhra Pradesh",Kadapa,"Yerramukkapalli, Kadapa - APPCB","23-06-2026 16:00:00",14.465052,78.824187,PM2.5,42,73,64
India,"Andhra Pradesh",Machilipatnam,"Srinivas Nagar Colony, Machilipatnam - APPCB","23-06-2026 16:00:00",16.186555,81.13219,PM10,42,166,59
India,"Andhra Pradesh",Machilipatnam,"Srinivas Nagar Colony, Machilipatnam - APPCB","23-06-2026 16:00:00",16.186555,81.13219,SO2,13,22,16
India,"Andhra Pradesh",Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","23-06-2026 16:00:00",16.554731,80.64911,CO,16,27,23
India,"Andhra Pradesh",Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","23-06-2026 16:00:00",17.72,83.3,OZONE,26,48,34
India,"Arunachal Pradesh",Naharlagun,"Naharlagun, Naharlagun - APSPCB","23-06-2026 16:00:00",27.103358,93.679645,PM2.5,2,48,21
India,"Arunachal Pradesh",Naharlagun,"Naharlagun, Naharlagun - APSPCB","23-06-2026 16:00:00",27.103358,93.679645,PM10,2,50,23
India,"Arunachal Pradesh",Naharlagun,"Naharlagun, Naharlagun - APSPCB","23-06-2026 16:00:00",27.103358,93.679645,NO2,7,8,8
India,"Arunachal Pradesh",Naharlagun,"Naharlagun, Naharlagun - APSPCB","23-06-2026 16:00:00",27.103358,93.679645,CO,7,11,10
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA","23-06-2026 16:00:00",26.071318,91.87488,OZONE,19,30,26
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","23-06-2026 16:00:00",26.10887,91.589544,SO2,3,18,12
India,"Andhra Pradesh",Nellore,"Ambedkar Nagar, Nellore - APPCB ","23-06-2026 16:00:00",14.438164,79.966814,NH3,5,7,5
India,"Andhra Pradesh",Tirumala,"Toll Gate, Tirumala - APPCB","23-06-2026 16:00:00",13.67,79.35,SO2,4,7,6
India,"Andhra Pradesh",Tirupati,"Vaikuntapuram, Tirupati - APPCB","23-06-2026 16:00:00",13.615387,79.40923,NO2,NA,NA,NA
India,"Andhra Pradesh",Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","23-06-2026 16:00:00",16.509717,80.612222,PM10,37,62,52
India,"Andhra Pradesh",Vijayawada,"Kanuru, Vijayawada - APPCB","23-06-2026 16:00:00",16.486692,80.699436,SO2,11,24,15
India,"Andhra Pradesh",Vijayawada,"Kanuru, Vijayawada - APPCB","23-06-2026 16:00:00",16.486692,80.699436,CO,16,28,21
India,"Andhra Pradesh",Vijayawada,"HB Colony, Vijayawada - APPCB","23-06-2026 16:00:00",16.536107,80.594233,NH3,NA,NA,NA
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","23-06-2026 16:00:00",26.146529,87.454184,OZONE,9,11,10
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB","23-06-2026 16:00:00",24.75746,84.366208,PM2.5,13,123,33
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB","23-06-2026 16:00:00",26.80365,84.51954,SO2,9,12,11
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB","23-06-2026 16:00:00",26.80365,84.51954,OZONE,21,23,22
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","23-06-2026 16:00:00",25.265194,87.012947,PM2.5,13,257,54
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","23-06-2026 16:00:00",25.265194,87.012947,CO,22,45,30
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","23-06-2026 16:00:00",25.251013,86.989001,NO2,10,13,11
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","23-06-2026 16:00:00",25.592539,85.227158,PM10,53,121,89
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","23-06-2026 16:00:00",25.592539,85.227158,NO2,12,12,12
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","23-06-2026 16:00:00",25.586562,85.043586,NO2,29,35,31
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","23-06-2026 16:00:00",25.586562,85.043586,CO,23,36,33
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","23-06-2026 16:00:00",25.599486,85.113666,CO,34,46,40
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB","23-06-2026 16:00:00",25.366336,87.117468,OZONE,4,33,23
India,"Andhra Pradesh",Amaravati,"Secretariat, Amaravati - APPCB","23-06-2026 16:00:00",16.5150833,80.5181667,CO,11,20,16
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB","23-06-2026 16:00:00",22.118125,83.140608,CO,10,10,10
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB","23-06-2026 16:00:00",22.118125,83.140608,OZONE,15,29,24
India,Chhattisgarh,Korba,"Rampur, Korba - CECB","23-06-2026 16:00:00",22.368195,82.746431,PM2.5,4,27,14
India,Chhattisgarh,Korba,"Rampur, Korba - CECB","23-06-2026 16:00:00",22.368195,82.746431,OZONE,8,18,11
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","23-06-2026 16:00:00",22.348441,82.549611,NH3,1,1,1
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB","23-06-2026 16:00:00",22.12665,83.483212,SO2,2,17,12
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB","23-06-2026 16:00:00",22.1910172,83.5197009,NO2,NA,NA,NA
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB","23-06-2026 16:00:00",22.1910172,83.5197009,NH3,NA,NA,NA
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB","23-06-2026 16:00:00",22.1910172,83.5197009,SO2,NA,NA,NA
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB","23-06-2026 16:00:00",22.1910172,83.5197009,OZONE,44,95,73
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","23-06-2026 16:00:00",21.371751,81.664929,CO,17,17,17
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","23-06-2026 16:00:00",21.371751,81.664929,OZONE,5,7,6
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB","23-06-2026 16:00:00",21.237755,81.705301,NO2,0,3,1
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB","23-06-2026 16:00:00",21.237755,81.705301,SO2,3,10,5
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB","23-06-2026 16:00:00",21.219665,81.630094,NH3,2,2,2
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","23-06-2026 16:00:00",22.06631475,83.33820077,NH3,1,2,2
India,Delhi,Delhi,"Pusa, Delhi - IITM","23-06-2026 16:00:00",28.63611,77.173332,NH3,NA,NA,NA
India,Delhi,Delhi,"Pusa, Delhi - IITM","23-06-2026 16:00:00",28.63611,77.173332,CO,19,48,29
India,Delhi,Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC","23-06-2026 16:00:00",28.493624,77.201159,NH3,0,11,3
India,Delhi,Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC","23-06-2026 16:00:00",28.493624,77.201159,OZONE,17,30,27
India,Delhi,Delhi,"JNU, Delhi - DPCC","23-06-2026 16:00:00",28.540721,77.168544,NO2,7,115,47
India,Delhi,Delhi,"Alipur, Delhi - DPCC","23-06-2026 16:00:00",28.815329,77.15301,NH3,11,17,13
India,Delhi,Delhi,"Narela, Delhi - DPCC","23-06-2026 16:00:00",28.822836,77.101981,PM2.5,29,336,154
India,Delhi,Delhi,"Narela, Delhi - DPCC","23-06-2026 16:00:00",28.822836,77.101981,PM10,108,290,163
India,Delhi,Delhi,"Narela, Delhi - DPCC","23-06-2026 16:00:00",28.822836,77.101981,SO2,10,106,31
India,Delhi,Delhi,"Talkatora Garden, Delhi - DPCC","23-06-2026 16:00:00",28.62181,77.1944633,OZONE,26,63,48
India,Delhi,Delhi,"Commonwealth Sports Complex, Delhi - DPCC","23-06-2026 16:00:00",28.615828,77.271992,PM2.5,38,174,81
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC","23-06-2026 16:00:00",28.58028,77.233829,PM10,90,190,132
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC","23-06-2026 16:00:00",28.58028,77.233829,SO2,20,39,30
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","23-06-2026 16:00:00",28.636429,77.201067,OZONE,26,56,48
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","23-06-2026 16:00:00",28.60909,77.0325413,NO2,0,80,44
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","23-06-2026 16:00:00",28.60909,77.0325413,CO,42,61,53
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC","23-06-2026 16:00:00",28.530785,77.271255,NO2,11,82,46
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC","23-06-2026 16:00:00",28.530785,77.271255,CO,17,33,21
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC","23-06-2026 16:00:00",28.530785,77.271255,OZONE,32,55,45
India,Delhi,Delhi,"Rohini, Delhi - DPCC","23-06-2026 16:00:00",28.732528,77.11992,NH3,4,7,5
India,Delhi,Delhi,"Rohini, Delhi - DPCC","23-06-2026 16:00:00",28.732528,77.11992,SO2,7,84,26
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","23-06-2026 16:00:00",28.73282,77.170633,PM10,119,421,207
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","23-06-2026 16:00:00",28.73282,77.170633,NO2,18,125,73
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","23-06-2026 16:00:00",28.73282,77.170633,CO,NA,NA,NA
India,Delhi,Delhi,"IMD Lodhi Road, Delhi - IITM","23-06-2026 16:00:00",28.5918245,77.2273074,PM2.5,31,243,78
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM","23-06-2026 16:00:00",23.041137,72.456691,OZONE,7,47,25
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","23-06-2026 16:00:00",23.023389,72.515201,CO,8,45,30
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","23-06-2026 16:00:00",23.016834,72.625775,PM10,52,99,76
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","23-06-2026 16:00:00",23.016834,72.625775,NO2,12,79,25
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","23-06-2026 16:00:00",23.016834,72.625775,NH3,3,6,4
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB","23-06-2026 16:00:00",23.002657,72.591912,PM10,53,109,85
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB","23-06-2026 16:00:00",23.002657,72.591912,CO,1,63,37
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","23-06-2026 16:00:00",23.076793,72.627874,OZONE,5,20,11
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM","23-06-2026 16:00:00",23.020509,72.579261,NH3,1,1,1
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB","23-06-2026 16:00:00",28.6811736,77.3025234,NH3,2,3,2
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB","23-06-2026 16:00:00",28.6811736,77.3025234,CO,24,34,29
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","23-06-2026 16:00:00",28.531346,77.190156,PM2.5,32,277,72
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","23-06-2026 16:00:00",28.531346,77.190156,PM10,90,500,124
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","23-06-2026 16:00:00",28.570173,76.933762,PM10,74,155,109
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","23-06-2026 16:00:00",28.570173,76.933762,NO2,15,63,35
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","23-06-2026 16:00:00",28.570173,76.933762,SO2,15,48,29
India,Delhi,Delhi,"Mundka, Delhi - DPCC","23-06-2026 16:00:00",28.684678,77.076574,OZONE,11,20,18
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC","23-06-2026 16:00:00",28.674045,77.131023,PM2.5,13,301,124
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC","23-06-2026 16:00:00",28.674045,77.131023,CO,26,49,35
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM","23-06-2026 16:00:00",28.656756,77.227234,PM2.5,43,125,80
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","23-06-2026 16:00:00",28.5710274,77.0719006,SO2,19,60,37
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","23-06-2026 16:00:00",28.5710274,77.0719006,OZONE,21,45,37
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IITM","23-06-2026 16:00:00",28.5627763,77.1180053,PM2.5,0,270,91
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IITM","23-06-2026 16:00:00",28.5627763,77.1180053,NO2,43,141,95
India,Delhi,Delhi,"Burari Crossing, Delhi - IITM","23-06-2026 16:00:00",28.7256504,77.2011573,PM2.5,29,263,102
India,Delhi,Delhi,"Burari Crossing, Delhi - IITM","23-06-2026 16:00:00",28.7256504,77.2011573,NO2,12,80,41
India,Delhi,Delhi,"Burari Crossing, Delhi - IITM","23-06-2026 16:00:00",28.7256504,77.2011573,OZONE,26,88,70
India,Delhi,Delhi,"IIT Delhi, Delhi - IITM","23-06-2026 16:00:00",28.54246,77.191651,PM2.5,21,232,87
India,Delhi,Delhi,"IIT Delhi, Delhi - IITM","23-06-2026 16:00:00",28.54246,77.191651,OZONE,34,59,52
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IITM","23-06-2026 16:00:00",28.5512005,77.2735737,PM10,45,470,149
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IITM","23-06-2026 16:00:00",28.5512005,77.2735737,SO2,NA,NA,NA
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM","23-06-2026 16:00:00",28.656756,77.227234,NH3,5,13,8
India,Delhi,Delhi,"DTU, Delhi - CPCB","23-06-2026 16:00:00",28.7500499,77.1112615,OZONE,17,68,47
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","23-06-2026 16:00:00",28.498571,77.26484,PM2.5,20,197,79
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","23-06-2026 16:00:00",28.498571,77.26484,PM10,105,492,164
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","23-06-2026 16:00:00",28.563262,77.186937,SO2,11,126,41
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","23-06-2026 16:00:00",28.563262,77.186937,OZONE,17,65,47
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","23-06-2026 16:00:00",28.5710274,77.0719006,PM10,116,341,185
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","23-06-2026 16:00:00",28.5710274,77.0719006,NO2,18,78,48
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","23-06-2026 16:00:00",28.5710274,77.0719006,NH3,5,8,7
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","23-06-2026 16:00:00",21.613267,73.010555,NH3,6,7,7
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","23-06-2026 16:00:00",21.613267,73.010555,SO2,21,25,25
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM","23-06-2026 16:00:00",23.163798,72.677768,PM10,55,105,75
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB","23-06-2026 16:00:00",23.221714,72.654328,SO2,4,53,15
India,Gujarat,Mehsana,"Sadanand Nagar, Mehsana - Nexteng Enviro","23-06-2026 16:00:00",23.59315,72.372792,CO,67,68,67
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","23-06-2026 16:00:00",28.710508,77.249485,PM10,80,246,146
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","23-06-2026 16:00:00",28.710508,77.249485,OZONE,20,59,48
India,Delhi,Delhi,"Pusa, Delhi - DPCC","23-06-2026 16:00:00",28.639652,77.146275,OZONE,10,30,23
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB","23-06-2026 16:00:00",12.951913,77.539784,NH3,4,4,4
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB","23-06-2026 16:00:00",12.951913,77.539784,SO2,3,63,32
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB","23-06-2026 16:00:00",12.951913,77.539784,CO,16,27,21
India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB","23-06-2026 16:00:00",13.003872,77.664217,SO2,NA,NA,NA
India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB","23-06-2026 16:00:00",13.003872,77.664217,CO,47,48,48
India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB","23-06-2026 16:00:00",12.9352049,77.6814488,NO2,1,3,2
India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB","23-06-2026 16:00:00",12.9352049,77.6814488,SO2,6,6,6
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB","23-06-2026 16:00:00",13.0246342,77.5080115,PM10,NA,NA,NA
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB","23-06-2026 16:00:00",13.0246342,77.5080115,SO2,NA,NA,NA
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB","23-06-2026 16:00:00",13.0246342,77.5080115,OZONE,26,28,27
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB","23-06-2026 16:00:00",12.9756843,77.5660749,PM10,103,109,107
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB","23-06-2026 16:00:00",13.029152,77.585901,SO2,5,15,9
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB","23-06-2026 16:00:00",12.7816279,77.6299145,PM2.5,33,39,36
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB","23-06-2026 16:00:00",12.7816279,77.6299145,SO2,18,19,18
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB","23-06-2026 16:00:00",12.9135218,77.5950804,PM10,37,68,45
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB","23-06-2026 16:00:00",12.917348,77.622813,PM10,28,122,76
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","23-06-2026 16:00:00",12.920984,77.584908,PM2.5,18,40,28
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB","23-06-2026 16:00:00",30.379589,76.778328,PM2.5,NA,NA,NA
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB","23-06-2026 16:00:00",28.6701,76.9254,CO,45,49,47
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB","23-06-2026 16:00:00",28.3419248,77.319699,PM10,107,398,243
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB","23-06-2026 16:00:00",28.3419248,77.319699,SO2,3,5,4
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB","23-06-2026 16:00:00",28.3419248,77.319699,CO,32,50,42
